studyID	enter	check	reference	journal	year	family	genus	epithet	species	where	studytype	SC	matingsystem	tm_species_Moeller	tm_pop	outcrossing_best	matingsystem_certain	pollinator_group	pollinator	mating_system_evidence	population	lat	lon	environment	morph	traitgroup1	traitgroup2	traitgroup3	measurement	scale	dimension	method	h2type	nfam	n	h2	mean	Vp	CVa	Va	evolvability	e_on_log	Ie	notes											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	guttatus	Mimulus_guttatus	North_America	natural	SC	M	0.611	NA	0.52	1	Bees	Bumblebees	Outcrossing_rate_(species_mean_reported_by_authors)	T	38.05	-119.99	greenhouse	NA	floral	female	ovary_size	ovary_length	ratio	linear	midparent	narrowsense	25	250	0.243	5.22	0.95	9.204	0.23085	0.847	0	2.639	Used_narrow-sense_heritabilities_from_mid-parent_regressions_reported_in_table_3._Summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	guttatus	Mimulus_guttatus	North_America	natural	SC	M	0.611	NA	0.52	1	Bees	Bumblebees	Outcrossing_rate_(species_mean_reported_by_authors)	T	38.05	-119.99	greenhouse	NA	floral	fit	female	pistil_length	ratio	linear	midparent	narrowsense	25	250	0.232	19.52	3.79	4.804	0.87928	0.231	0	0.764	Used_narrow-sense_heritabilities_from_mid-parent_regressions_reported_in_table_3._Summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	guttatus	Mimulus_guttatus	North_America	natural	SC	M	0.611	NA	0.52	1	Bees	Bumblebees	Outcrossing_rate_(species_mean_reported_by_authors)	T	38.05	-119.99	greenhouse	NA	floral	fit	female	style_length	ratio	linear	midparent	narrowsense	25	250	0.314	14.39	2.2	5.792	0.6908	0.334	0	0.729	Used_narrow-sense_heritabilities_from_mid-parent_regressions_reported_in_table_3._Summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	guttatus	Mimulus_guttatus	North_America	natural	SC	M	0.611	NA	0.52	1	Bees	Bumblebees	Outcrossing_rate_(species_mean_reported_by_authors)	T	38.05	-119.99	greenhouse	NA	floral	fit	male	stamen_height_high	ratio	linear	midparent	narrowsense	25	250	0.410	16.62	2.69	6.319	1.1029	0.399	0	0.575	Used_narrow-sense_heritabilities_from_mid-parent_regressions_reported_in_table_3._Summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	guttatus	Mimulus_guttatus	North_America	natural	SC	M	0.611	NA	0.52	1	Bees	Bumblebees	Outcrossing_rate_(species_mean_reported_by_authors)	T	38.05	-119.99	greenhouse	NA	floral	fit	male	stamen_height_low	ratio	linear	midparent	narrowsense	25	250	0.440	14.51	2.15	6.703	0.946	0.449	0	0.572	Used_narrow-sense_heritabilities_from_mid-parent_regressions_reported_in_table_3._Summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	guttatus	Mimulus_guttatus	North_America	natural	SC	M	0.611	NA	0.52	1	Bees	Bumblebees	Outcrossing_rate_(species_mean_reported_by_authors)	T	38.05	-119.99	greenhouse	NA	floral	flowersize	corolla	corolla_width	ratio	linear	midparent	narrowsense	25	250	0.157	24.03	15.06	6.399	2.36442	0.409	0	2.199	Used_narrow-sense_heritabilities_from_mid-parent_regressions_reported_in_table_3._Summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	guttatus	Mimulus_guttatus	North_America	natural	SC	M	0.611	NA	0.52	1	Bees	Bumblebees	Outcrossing_rate_(species_mean_reported_by_authors)	T	38.05	-119.99	greenhouse	NA	floral	flowersize	corolla	corolla_length	ratio	linear	midparent	narrowsense	25	250	0.289	22.87	5.53	5.528	1.59817	0.306	0	0.752	Used_narrow-sense_heritabilities_from_mid-parent_regressions_reported_in_table_3._Summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	guttatus	Mimulus_guttatus	North_America	natural	SC	M	0.611	NA	0.52	1	Bees	Bumblebees	Outcrossing_rate_(species_mean_reported_by_authors)	T	38.05	-119.99	greenhouse	NA	floral	herkogamy	HERKO	organ_size	signed_ratio	NA	midparent	narrowsense	25	250	NA	NA	NA	NA	NA	0.302	0	NA	Used_narrow-sense_heritabilities_from_mid-parent_regressions_reported_in_table_3._Summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	guttatus	Mimulus_guttatus	North_America	natural	SC	M	0.611	NA	0.52	1	Bees	Bumblebees	Outcrossing_rate_(species_mean_reported_by_authors)	T	38.05	-119.99	greenhouse	NA	floral	herkogamy	herkogamy	mean_magnitude	signed_ratio	NA	midparent	narrowsense	25	250	0.557	2.95	1.74	33.372	0.9646854	10.998	0	NA	Used_narrow-sense_heritabilities_from_mid-parent_regressions_reported_in_table_3._Summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	guttatus	Mimulus_guttatus	North_America	natural	SC	M	0.611	NA	0.52	1	Bees	Bumblebees	Outcrossing_rate_(species_mean_reported_by_authors)	T	38.05	-119.99	greenhouse	NA	lifehistory	flowering	ontogeny	days_to_first_flower	time	time	midparent	narrowsense	25	250	0.374	51.71	44.73	7.91	16.72902	0.626	0	1.047	Used_narrow-sense_heritabilities_from_mid-parent_regressions_reported_in_table_3._Summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	301	39.18	-122.84	greenhouse	NA	floral	female	ovary_size	ovary_length	ratio	linear	familyvariance	broadsense	11	55	0.165	3.39	0.06	2.935	0.0099	0.086	0	0.436	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	301	39.18	-122.84	greenhouse	NA	floral	fit	female	pistil_length	ratio	linear	familyvariance	broadsense	11	55	0.268	5.4	0.17	6.051	0.04556	0.156	0	0.427	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	301	39.18	-122.84	greenhouse	NA	floral	fit	female	style_length	ratio	linear	familyvariance	broadsense	11	55	0.367	2.01	0.03	5.22	0.01101	0.273	0	0.470	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	301	39.18	-122.84	greenhouse	NA	floral	fit	male	stamen_height_high	ratio	linear	familyvariance	broadsense	11	55	0.236	7.01	0.2	3.099	0.0472	0.096	0	0.311	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	301	39.18	-122.84	greenhouse	NA	floral	fit	male	stamen_height_low	ratio	linear	familyvariance	broadsense	11	55	0.245	6.17	0.19	3.497	0.04655	0.122	0	0.377	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	301	39.18	-122.84	greenhouse	NA	floral	flowersize	corolla	corolla_width	ratio	linear	familyvariance	broadsense	11	55	0.294	6.34	0.39	5.341	0.11466	0.285	0	0.685	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	301	39.18	-122.84	greenhouse	NA	floral	flowersize	corolla	corolla_length	ratio	linear	familyvariance	broadsense	11	55	0.322	8.12	0.31	3.891	0.09982	0.151	0	0.319	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	301	39.18	-122.84	greenhouse	NA	floral	herkogamy	HERKO	organ_size	signed_ratio	NA	familyvariance	broadsense	11	55	NA	NA	NA	NA	NA	0.029	0	NA	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	301	39.18	-122.84	greenhouse	NA	floral	herkogamy	herkogamy	mean_magnitude	signed_ratio	NA	familyvariance	broadsense	11	55	0.022	-1.62	0.04	1.831	0.00088	0.034	0	NA	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	301	39.18	-122.84	greenhouse	NA	lifehistory	flowering	ontogeny	days_to_first_flower	time	time	familyvariance	broadsense	11	55	0.654	39.08	33.29	11.94	21.77166	1.426	0	0.754	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	305	39.35	-123.6	greenhouse	NA	floral	female	ovary_size	ovary_length	ratio	linear	familyvariance	broadsense	6	30	0.059	4.37	0.03	0.963	0.00177	0.009	0	0.148	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	305	39.35	-123.6	greenhouse	NA	floral	fit	female	pistil_length	ratio	linear	familyvariance	broadsense	6	30	0.086	6.3	0.06	1.14	0.00516	0.013	0	0.138	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	305	39.35	-123.6	greenhouse	NA	floral	fit	female	style_length	ratio	linear	familyvariance	broadsense	6	30	0.000	1.93	0.01	0	0	0.000	0	0.268	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	305	39.35	-123.6	greenhouse	NA	floral	fit	male	stamen_height_high	ratio	linear	familyvariance	broadsense	6	30	0.578	8.04	0.2	4.229	0.1156	0.179	0	0.131	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	305	39.35	-123.6	greenhouse	NA	floral	fit	male	stamen_height_low	ratio	linear	familyvariance	broadsense	6	30	0.619	7.02	0.24	5.491	0.14856	0.301	0	0.186	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	305	39.35	-123.6	greenhouse	NA	floral	flowersize	corolla	corolla_width	ratio	linear	familyvariance	broadsense	6	30	0.196	8.16	0.38	3.344	0.07448	0.112	0	0.459	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	305	39.35	-123.6	greenhouse	NA	floral	flowersize	corolla	corolla_length	ratio	linear	familyvariance	broadsense	6	30	0.540	9.58	0.39	4.79	0.2106	0.229	0	0.195	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	305	39.35	-123.6	greenhouse	NA	floral	herkogamy	HERKO	organ_size	signed_ratio	NA	familyvariance	broadsense	6	30	NA	NA	NA	NA	NA	0.149	0	NA	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	305	39.35	-123.6	greenhouse	NA	floral	herkogamy	herkogamy	mean_magnitude	signed_ratio	NA	familyvariance	broadsense	6	30	0.449	-1.73	0.16	15.493	0.07184	2.400	0	NA	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
1	ØO	ØO	Carr_&_Fenster_1994	Heredity	1994	Phrymaceae	Mimulus	micranthus	Mimulus_micranthus	North_America	natural	SC	S	0.212	NA	0.16	1	NA	NA	Outcrossing_rate_(species_mean_reported_by_authors)	305	39.35	-123.6	greenhouse	NA	lifehistory	flowering	ontogeny	days_to_first_flower	time	time	familyvariance	broadsense	6	30	0.102	48.57	8.46	1.913	0.86292	0.037	0	0.322	Broadsense_heritabilities_in_Table_4,_summary_stats_in_Table_2.											
2	ØO	ØO	Herlihy_&_Eckert_2007	Evolution	2007	Ranunculaceae	Aquilegia	canadensis	Aquilegia_canadensis	North_America	natural	SC	M	0.225	0.24	0.24	1	Bees/Hummingbirds	Bumblebees,_hummingbirds	Outcrossing_rate_reported_by_authors	QFP1	44.495	-76.419722	greenhouse	NA	floral	fit	female	pistil_length	ratio	linear	familyvariance	broadsense	48	NA	0.310	21.9	9.901625806	8	3.069504	0.640	0	1.425	Computed_evolvabilities_as_the_square_of_CVg_in_Table_2.											
2	ØO	ØO	Herlihy_&_Eckert_2007	Evolution	2007	Ranunculaceae	Aquilegia	canadensis	Aquilegia_canadensis	North_America	natural	SC	M	0.225	0.24	0.24	1	Bees/Hummingbirds	Bumblebees,_hummingbirds	Outcrossing_rate_reported_by_authors	QFP1	44.495	-76.419722	greenhouse	NA	floral	fit	spur	spur_length	ratio	linear	familyvariance	broadsense	48	NA	0.320	28.3	16.0178	8	5.125696	0.640	0	1.360	Computed_evolvabilities_as_the_square_of_CVg_in_Table_2.											
2	ØO	ØO	Herlihy_&_Eckert_2007	Evolution	2007	Ranunculaceae	Aquilegia	canadensis	Aquilegia_canadensis	North_America	natural	SC	M	0.225	0.24	0.24	1	Bees/Hummingbirds	Bumblebees,_hummingbirds	Outcrossing_rate_reported_by_authors	QFP1	44.495	-76.419722	greenhouse	NA	floral	herkogamy	herkogamy	mean_magnitude	ratio	linear	familyvariance	broadsense	48	NA	0.780	3	3.12	52	2.4336	27.040	0	7.627	Computed_evolvabilities_as_the_square_of_CVg_in_Table_2.											
2	ØO	ØO	Herlihy_&_Eckert_2007	Evolution	2007	Ranunculaceae	Aquilegia	canadensis	Aquilegia_canadensis	North_America	natural	SC	M	0.225	0.37	0.37	1	Bees/Hummingbirds	Bumblebees,_hummingbirds	Outcrossing_rate_reported_by_authors	QLL3	44.535833	-76.378611	greenhouse	NA	floral	fit	female	pistil_length	ratio	linear	familyvariance	broadsense	64	NA	0.260	23.9	10.76511154	7	2.798929	0.490	0	1.395	Computed_evolvabilities_as_the_square_of_CVg_in_Table_2.											
2	ØO	ØO	Herlihy_&_Eckert_2007	Evolution	2007	Ranunculaceae	Aquilegia	canadensis	Aquilegia_canadensis	North_America	natural	SC	M	0.225	0.37	0.37	1	Bees/Hummingbirds	Bumblebees,_hummingbirds	Outcrossing_rate_reported_by_authors	QLL3	44.535833	-76.378611	greenhouse	NA	floral	fit	spur	spur_length	ratio	linear	familyvariance	broadsense	64	NA	0.250	29	16.4836	7	4.1209	0.490	0	1.470	Computed_evolvabilities_as_the_square_of_CVg_in_Table_2.											
2	ØO	ØO	Herlihy_&_Eckert_2007	Evolution	2007	Ranunculaceae	Aquilegia	canadensis	Aquilegia_canadensis	North_America	natural	SC	M	0.225	0.37	0.37	1	Bees/Hummingbirds	Bumblebees,_hummingbirds	Outcrossing_rate_reported_by_authors	QLL3	44.535833	-76.378611	greenhouse	NA	floral	herkogamy	herkogamy	mean_magnitude	ratio	linear	familyvariance	broadsense	64	NA	0.380	4.8	7.009010526	34	2.663424	11.560	0	18.861	Computed_evolvabilities_as_the_square_of_CVg_in_Table_2.											
2	ØO	ØO	Herlihy_&_Eckert_2007	Evolution	2007	Ranunculaceae	Aquilegia	canadensis	Aquilegia_canadensis	North_America	natural	SC	M	0.225	0.49	0.49	1	Bees/Hummingbirds	Bumblebees,_hummingbirds	Outcrossing_rate_reported_by_authors	QOR1	44.481944	-76.466944	greenhouse	NA	floral	fit	female	pistil_length	ratio	linear	familyvariance	broadsense	52	NA	0.040	22.1	10.989225	3	0.439569	0.090	0	2.160	Computed_evolvabilities_as_the_square_of_CVg_in_Table_2.											
2	ØO	ØO	Herlihy_&_Eckert_2007	Evolution	2007	Ranunculaceae	Aquilegia	canadensis	Aquilegia_canadensis	North_America	natural	SC	M	0.225	0.49	0.49	1	Bees/Hummingbirds	Bumblebees,_hummingbirds	Outcrossing_rate_reported_by_authors	QOR1	44.481944	-76.466944	greenhouse	NA	floral	fit	spur	spur_length	ratio	linear	familyvariance	broadsense	52	NA	0.160	28.7	12.87015625	5	2.059225	0.250	0	1.313	Computed_evolvabilities_as_the_square_of_CVg_in_Table_2.											
2	ØO	ØO	Herlihy_&_Eckert_2007	Evolution	2007	Ranunculaceae	Aquilegia	canadensis	Aquilegia_canadensis	North_America	natural	SC	M	0.225	0.49	0.49	1	Bees/Hummingbirds	Bumblebees,_hummingbirds	Outcrossing_rate_reported_by_authors	QOR1	44.481944	-76.466944	greenhouse	NA	floral	herkogamy	herkogamy	mean_magnitude	ratio	linear	familyvariance	broadsense	52	NA	0.210	2.8	2.523733333	26	0.529984	6.760	0	25.430	Computed_evolvabilities_as_the_square_of_CVg_in_Table_2.											
2	ØO	ØO	Herlihy_&_Eckert_2007	Evolution	2007	Ranunculaceae	Aquilegia	canadensis	Aquilegia_canadensis	North_America	natural	SC	M	0.225	0.2	0.2	1	Bees/Hummingbirds	Bumblebees,_hummingbirds	Outcrossing_rate_reported_by_authors	VACBW1	37.1425	-80.31	greenhouse	NA	floral	fit	female	pistil_length	ratio	linear	familyvariance	broadsense	35	NA	0.200	NA	NA	7	NA	0.490	0	1.960	Computed_evolvabilities_as_the_square_of_CVg_in_Table_2.											
2	ØO	ØO	Herlihy_&_Eckert_2007	Evolution	2007	Ranunculaceae	Aquilegia	canadensis	Aquilegia_canadensis	North_America	natural	SC	M	0.225	0.2	0.2	1	Bees/Hummingbirds	Bumblebees,_hummingbirds	Outcrossing_rate_reported_by_authors	VACBW1	37.1425	-80.31	greenhouse	NA	floral	fit	spur	spur_length	ratio	linear	familyvariance	broadsense	35	NA	-0.040	NA	NA	NA	NA	NA	0	NA	Computed_evolvabilities_as_the_square_of_CVg_in_Table_2.											
2	ØO	ØO	Herlihy_&_Eckert_2007	Evolution	2007	Ranunculaceae	Aquilegia	canadensis	Aquilegia_canadensis	North_America	natural	SC	M	0.225	0.2	0.2	1	Bees/Hummingbirds	Bumblebees,_hummingbirds	Outcrossing_rate_reported_by_authors	VACBW1	37.1425	-80.31	greenhouse	NA	floral	herkogamy	herkogamy	mean_magnitude	ratio	linear	familyvariance	broadsense	35	NA	0.540	NA	NA	29	NA	8.410	0	7.164	Computed_evolvabilities_as_the_square_of_CVg_in_Table_2.											
2	ØO	ØO	Herlihy_&_Eckert_2007	Evolution	2007	Ranunculaceae	Aquilegia	canadensis	Aquilegia_canadensis	North_America	natural	SC	M	0.225	0.29	0.29	1	Bees/Hummingbirds	Bumblebees,_hummingbirds	Outcrossing_rate_reported_by_authors	VANPT1	37.302222	-80.4925	greenhouse	NA	floral	fit	female	pistil_length	ratio	linear	familyvariance	broadsense	35	NA	0.260	NA	NA	7	NA	0.490	0	1.395	Computed_evolvabilities_as_the_square_of_CVg_in_Table_2.											
